,Date,Username,Tweet,LikeCount
702,2022-04-04 20:02:53+00:00,NASA,"We’re participating in the #37Space Symposium. Live broadcasts start Tuesday, April 5.

12:25pm EDT (16:25 UTC) @Astro_Pam speaks on our Moon-to-Mars strategy

1:15pm EDT (17:15 UTC) NASA leaders discuss the space economy

Info on NASA at #SpaceSymposium: https://t.co/GMNldA2Sx8 https://t.co/TzlCN6TGaU",1069
703,2022-04-04 19:53:57+00:00,YahooFinance,.@DSHollers breaks down the cost of crypto hacks and fraud so far in 2022: https://t.co/KLYRLTgk1j,4
704,2022-04-04 19:49:14+00:00,YahooFinance,Red Sox CEO: ‘We’ve got to pick up the pace of the game’ https://t.co/Nwoz8gwjzW by @AkikoFujita https://t.co/CMjYbHz2zh,2
705,2022-04-04 19:47:18+00:00,YahooFinance,".@Kia America Chief Operating Officer Steven Center on why the automaker bought the naming rights to an LA arena: ""The timing is perfect, and it's a great match for our company."" https://t.co/R8B8YQtICV",2
706,2022-04-04 19:35:50+00:00,YahooFinance,".@TDAmeritrade Director of Derivative Strategy @ShawnCruz_TDA on the possibility of additional U.S. sanctions against Russia: ""I think that is really going to be tied to how things escalate or de-escalate between the European countries and Russia."" https://t.co/cttXQ7mRKg",3
707,2022-04-04 19:33:37+00:00,YahooFinance,SEC’s Gensler homes in on how to regulate cryptocurrency exchanges https://t.co/uyAxnJVMiO by @Jenniferisms https://t.co/x12X3P1mL5,54
708,2022-04-04 19:24:25+00:00,YahooFinance,"""We're doing everything we can to support drivers, both in terms of the bottom line and in terms of working conditions,"" Transportation Secretary @PeteButtigieg says, later adding: ""There has not always been this kind of squeeze on drivers."" https://t.co/V31eVMhCeJ",90
709,2022-04-04 19:22:05+00:00,YahooFinance,"""Nobody around here thinks the job is done,"" Transportation Secretary @PeteButtigieg says about the unemployment rate and economic recovery. ""People are still feeling so many effects from the pandemic."" https://t.co/jObbLMvG4o",78
710,2022-04-04 19:18:03+00:00,YahooFinance,"Bridgewater Associates Founder @RayDalio discusses his book “Principles for Dealing with the Changing World Order”, U.S. economic history, how global conflicts can affect the value of money, and inflation in a conversation with Yahoo Finance's @briansozzi https://t.co/GQTZrlErNS https://t.co/zxSCNPM9hy",7
711,2022-04-04 19:17:52+00:00,YahooFinance,Ray Dalio: 'We are approaching a challenging of the world order' https://t.co/blkecn6afg by @BrianSozzi https://t.co/ECwCPJTkqA,14
712,2022-04-04 19:00:55+00:00,YahooFinance,"Elon Musk takes a dig at Twitter, Web3 and NFTs, on Twitter https://t.co/gKUwySlYdQ https://t.co/j5CCwWuFC5",26
713,2022-04-04 18:52:06+00:00,YahooFinance,"Grammys 2022: Ratings jump amid Olivia Rodrigo, Jon Batiste wins; Zelensky appearance https://t.co/RHZzWPjPD8 by @alliecanal8193 https://t.co/ADcoQD4BGm",10
714,2022-04-04 18:43:00+00:00,NASA,".@NASAHubble has photographed evidence of a Jupiter-like protoplanet – a planet in the making. Estimated to be nine times more massive than Jupiter, its discovery supports a long-debated theory of how planets form: https://t.co/4Y55T1Szv1 https://t.co/e38gPIr34l",5548
715,2022-04-04 18:11:15+00:00,YahooFinance,Activist investor attacking Kohl's take another jab at retailer https://t.co/T6Qn3DqRHg by @BrianSozzi https://t.co/RnUwUrPaes,7
716,2022-04-04 17:46:08+00:00,YahooFinance,President Biden and Secretary of Transportation Buttigieg deliver remarks on Trucking Action Plan https://t.co/aPB6XWBgy8,71
717,2022-04-04 17:43:44+00:00,YahooFinance,Crypto 2022: Hackers have nabbed $1.22 billion already https://t.co/o2xUxPvsae by @dshollers https://t.co/7EsivolItI,13
718,2022-04-04 17:31:18+00:00,YahooFinance,US could face a 'mild recession' in 2024: economist https://t.co/ge1PT6kA0A by @BrianSozzi https://t.co/i5o9MnCxI0,10
719,2022-04-04 17:30:21+00:00,YahooFinance,"Oil prices: Expect 'spectacularly' higher airfares, says analyst https://t.co/sGZL9fvbce by @ines_ferre https://t.co/SQxuM36aT3",7
720,2022-04-04 17:16:38+00:00,NASA,"Get the inside story on @Astro_Sabot’s record-setting 355-day trip on the @Space_Station with a virtual news briefing, April 5 at 10am ET (14:00 UTC): https://t.co/9FRufAT8av

Vande Hei’s stay is helping us learn the effects of long-duration spaceflight. Tag questions #AskNASA. https://t.co/0XA2hlGwIt",1830
721,2022-04-04 17:12:44+00:00,YahooFinance,NCAA national championship ticket prices drop after Duke Loss https://t.co/7e9DVtMGKc by @_JoshSchafer https://t.co/FLmPIwgnBm,5
722,2022-04-04 16:42:27+00:00,YahooFinance,"Elon Musk stake in Twitter 'just the appetizer,' Wedbush's Dan Ives says https://t.co/kLRBD0HjhF by @BrianSozzi $TWTR https://t.co/OLLwrWTM4Z",70
723,2022-04-04 16:41:05+00:00,YahooFinance,"What to know about reporting crypto, NFTs to IRS: expert https://t.co/CX8uzvfGv7 by @agarfinks https://t.co/fZ0Nl3OFej",9
724,2022-04-04 16:24:23+00:00,YahooFinance,"Developing: Following emerging details from Bucha, Ukraine, President Biden reiterates his belief Putin is a war criminal and calls for an actual war crimes trial https://t.co/H6bEAr2j5k https://t.co/WpRWXiijXe",18
725,2022-04-04 15:57:38+00:00,YahooFinance,".@Gemini COO @NoahBPerlman on crypto survey findings: ""First, continued adoption. Second, a broadening of the base of people interested in crypto…  inflation as a significant driver of demand, and finally, a general need and want for more education and regulatory clarity."" https://t.co/52IdozyLLC",6
726,2022-04-04 15:56:34+00:00,YahooFinance,Dallas Fed sees signs of a housing bubble https://t.co/W61jPAGypm by @__gabriellacruz https://t.co/0HRJBTIbsb,10
727,2022-04-04 15:50:52+00:00,YahooFinance,"JPMorgan CEO #JamieDimon: Russia-Ukraine war, inflation will have 'unprecedented' economic impact https://t.co/AkwOQNpG5n by @alexandraandnyc $JPM https://t.co/5x5f5X70yl",6
728,2022-04-04 15:49:08+00:00,YahooFinance,A ‘resounding no’ to stagflation amid strong labor market: PNC Asset Management CIO https://t.co/Vb0h9tIu1x by @thomashumtv https://t.co/BbQFDL5Mdh,3
729,2022-04-04 15:45:44+00:00,YahooFinance,".@EquityZen Co-Founder Phil Haslett on why the U.S. IPO market had its slowest Q1 in six years: ""You’ve got instability globally with what’s going in Ukraine, you’ve got inflation uncertainty, and you’ve also got a big pullback in valuations across many sectors, mainly in tech."" https://t.co/DS78erk46m",7
730,2022-04-04 15:35:25+00:00,YahooFinance,"Roth Capital Partners Managing Dir. Craig Irwin on the ""two major levers"" for $TSLA: ""Specifically India and the mini car, those have been far too long in coming... Those will be big, big drivers. India could be just as big as China for Tesla."" https://t.co/Jb7k9tf4PH https://t.co/wiKeu6UEKM",5
731,2022-04-04 15:24:45+00:00,YahooFinance,"Elon Musk taking a 9% stake in $TWTR is ""speaking with his money by saying that Twitter is an undervalued platform,"" MKM Partners' Rohit Kulkarni says, adding: ""He sees there are things they can do to improve the service... He's definitely hinting at a more active role."" https://t.co/ahFOQnuXtl",25
732,2022-04-04 15:20:56+00:00,YahooFinance,Biden: Putin should face war crimes trial for Bucha killings https://t.co/okD7CvfKC2,15
733,2022-04-04 15:17:54+00:00,YahooFinance,What interim Starbucks CEO Howard Schultz faces on the first day back on the job https://t.co/Qe5Gu9NXOC by @daniromerotv $sbux https://t.co/V7LxyzrsZa,11
734,2022-04-04 15:15:35+00:00,YahooFinance,"“We’re the provider of services, we’re the brand behind the brand,” @WestrockCoffee CEO Scott Ford says, adding: “Chances are very high you’ve had our product. We sell about 20 million cups of coffee a day through other people’s brands."" https://t.co/63w5xYsFtC",3
735,2022-04-04 15:13:01+00:00,YahooFinance,Ray Dalio: 'We're going to have a period of stagflation' https://t.co/c7hUothWIz by @BrianSozzi https://t.co/fiEP82Vm1Q,17
736,2022-04-04 15:07:52+00:00,YahooFinance,"“We often see markets peak sometimes around May… so we’re looking for upside this month,” Fairlead Strategies Founder @StocktonKatie says. “And not of the same sort of momentum as we saw off that mid-March low. But still to see stocks forge higher.” https://t.co/LCYS22SjJ7",29
737,2022-04-04 15:01:38+00:00,YahooFinance,".@UFCGYM @ceoufcgym on fitness: “You’re a fighter, right? We’re all fighters, we all fight something. Some of us, our fight is obesity... Some of us want to fight to get into an octagon. Our job is to make sure we open up the funnel for the consumer no matter what the goal.” https://t.co/n462FNulcR",6
738,2022-04-04 14:44:16+00:00,YahooFinance,"“If you watch what has been happening just last year, Tesla raised prices in the U.S. for this vehicle 10 times and a few more times again this year in a fairly meaningful way,” @DeutscheBank Lead Auto Analyst Emmanuel Rosner says on $TSLA prices. Full comments: https://t.co/lcS4XX0EdO",1
739,2022-04-04 14:30:17+00:00,YahooFinance,"“What’s going on in the U.K. is actually more interesting where that subvariant of Omicron — the XE — that’s been identified in more than 600 cases and so that’s based on sequencing, which means the proportion of cases is probably higher,” @AnjKhem says on new COVID strains. https://t.co/r6jBbSFr3W",3
740,2022-04-04 14:19:07+00:00,YahooFinance,".@ines_ferre examines the price action around $WTI crude oil, travel stocks, the $IXIC, and Chinese tech stocks. https://t.co/zwWwC564te",4
741,2022-04-04 14:18:11+00:00,YahooFinance,"Bridgewater Associates Founder @RayDalio discusses his book “Principles for Dealing with the Changing World Order”, U.S. economic history, how global conflicts can affect the value of money, and inflation in a conversation with Yahoo Finance's @briansozzi https://t.co/1XNMbgfRus https://t.co/hvZazHyEL5",11
742,2022-04-04 14:16:53+00:00,YahooFinance,Durable goods orders for the month of February dropped by 2.1%. https://t.co/Scya2w9I5O,3
743,2022-04-04 14:14:46+00:00,YahooFinance,"“This deal with Hertz is part of our 290,000 initiative for 2025. We… have confirmed and are very confident about this quite substantial growth,” @PolestarCars CEO @Thomas Ingenlath says, alongside @Hertz CEO Stephen Scherr. “But this is a tipping point of the industry.” https://t.co/1zi1P70Lse",6
744,2022-04-04 13:57:09+00:00,YahooFinance,"$TWTR shares jump after $TSLA CEO Elon Musk’s 9.2% stake in the platform, $DOGE prices soar, $DWAC stock falls, $AMD stock upticks after announcing acquisition of startup Pensando. https://t.co/yCFhT97KuR",28
745,2022-04-04 13:55:01+00:00,YahooFinance,Rockefeller's $105M plan to produce climate-friendly food https://t.co/lTd924vBiJ,12
746,2022-04-04 13:54:20+00:00,YahooFinance,Biden speech to tout improvements in the trucking industry amid ongoing challenges https://t.co/JHcAYNec3x by @benwerschkul https://t.co/DEnWS6r6KR,6
747,2022-04-04 13:51:00+00:00,YahooFinance,"“When we think of a mild recession, I think the best example is probably what happened in 2001 — maybe a two percentage point increase in the unemployment rate [and] a couple quarters of pretty weak GDP growth,” @Nomura Securities Senior U.S. Economist says. Full comments: https://t.co/wdemPfLV4a",11
748,2022-04-04 13:50:59+00:00,YahooFinance,"Hertz is buying 65,000 electric vehicles from Tesla rival Polestar https://t.co/ks4c995kHl by @BrianSozzi $HTZ $TSLA https://t.co/aoJJCHJFJi",22
749,2022-04-04 13:37:29+00:00,YahooFinance,"“This is just the appetizer. Ultimately, we believe [Elon Musk] will have an active stake over the coming weeks or months,” @Wedbush Securities Analyst @DivesTech says on Musk’s stake in $TWTR. Full comments: https://t.co/3NbPq0J4MY",64
750,2022-04-04 13:31:49+00:00,NASA,".@NASAKennedy teams are “go” to proceed with the #Artemis I wet dress rehearsal — the prelaunch test for the @NASA_SLS rocket and @NASA_Orion spacecraft.

Weather is looking good. Follow @NASAGroundSys for real-time updates: https://t.co/GtMKF4BAsx https://t.co/Xl8p5BCUj7",2443
751,2022-04-04 13:25:00+00:00,YahooFinance,.@JPMorgan's Jamie Dimon: Fed to hike rates 'higher than the markets expect' https://t.co/nOtDauSNld by @Bcheungz $JPM https://t.co/Ct98kpj0Zy,16
752,2022-04-04 13:20:16+00:00,YahooFinance,"$TSLA “broke records once again for the first quarter… [with] deliveries just over 310,000 this year,” @juleshyman says. https://t.co/GKhfS5L4o8",23
753,2022-04-04 13:14:04+00:00,YahooFinance,"$TSLA CEO Elon Musk “previously floated the idea of starting his own social network and brought up discussions about what he says are free speech issues on Twitter,” @DanielHowley says on Musk’s 9.2% stake in $TWTR. https://t.co/lOsJpro6Pk",28
754,2022-04-04 11:16:16+00:00,YahooFinance,"Elon Musk just took a 9.2% stake in Twitter — what may happen next
 https://t.co/XoQMJeFDtW by @BrianSozzi https://t.co/iaSB9f7U5y",63
755,2022-04-04 11:15:38+00:00,YahooFinance,"Is the stock market flashing a net bullish sign?: Morning Brief
https://t.co/tLyFeSBRdI by @BrianSozzi https://t.co/8LmpkumWg7",21
756,2022-04-04 00:25:08+00:00,NASA,"@NotImportantUs1 @NASAVoyager The cover of the Voyager Golden Record does have a pulsar map that shows their relative distances to Earth, but you might be thinking of the plaques on Pioneer 10 and 11? https://t.co/KBdDfP6oFH https://t.co/HcbdqNDUif",128
757,2022-04-04 00:12:29+00:00,NASA,"@AtLastStardust @NASAVoyager Due to copyright restrictions, a subset of tracks from the Golden Record are available on our website, but you can see a full list of all the images, music, sounds and greetings at https://t.co/39Rh0mzCYt (2/2)",20
758,2022-04-04 00:11:13+00:00,NASA,"@AtLastStardust @NASAVoyager You can listen to the ""Greetings to the Universe"" and the ""Sounds from Earth"" on our Soundcloud. (1/2)
https://t.co/TuNrYHroaK
https://t.co/swMK2rSmnK",66
759,2022-04-04 00:01:47+00:00,NASA,"@Godless_Skies @NASAVoyager In addition to the Golden Record, we also flew a stylus aboard each Voyager, and a diagram of how to put the needle in the groove. See what the rest of the markings on the record cover mean: https://t.co/6Ox0TUvFA3 https://t.co/vWU6pjosM5",105
760,2022-04-03 23:44:18+00:00,NASA,"Launched in 1977, @NASAVoyager carries a Golden Record with images, greetings, nature sounds, and music from our planet.

While we celebrate music tonight on Earth, we’re wondering: What songs would you send to the cosmos? https://t.co/rrgRyifhcD

#Grammys https://t.co/dWoF14APbG",6227
761,2022-04-03 23:21:19+00:00,NASA,"We're targeting Monday, April 4, to resume the @NASAArtemis I wet dress rehearsal. The launch control team will meet at 6am ET (10:00 UTC) before deciding if they will proceed with propellant loading.

Follow @NASAGroundSys and https://t.co/dMVnvEQcfC for updates. https://t.co/CUWvGYG3kZ",2071
762,2022-04-03 21:38:44+00:00,NASA,You can listen to the #Artemis April 4 telecon live or on demand. https://t.co/EuO68jNO1g,678
763,2022-04-03 21:31:20+00:00,NASA,LIVE: @NASAArtemis leaders provide a news update on the status of the final major test for our mega Moon rocket and spacecraft ahead of the #Artemis I mission: https://t.co/z1RgZwQkWS https://t.co/b7msizo6so,2576
764,2022-04-03 17:59:44+00:00,YahooFinance,"Supply chains: ‘Nearshoring’ could be the answer to America’s logistics problems, Deloitte exec says https://t.co/YPkSKZXAn3 by @daniromerotv https://t.co/yH3fZ9pleK",17
765,2022-04-03 17:55:17+00:00,YahooFinance,"Fed meeting minutes, Conagra earnings: What to know in markets this week https://t.co/gHzR21ctui by @emily_mcck https://t.co/qEwMgpvIg4",16
766,2022-04-03 17:36:33+00:00,NASA,Hear from #Artemis I leaders about the final major test for the rocket that will send humanity back to the Moon. Listen to the media teleconference set for 5:30 p.m. EDT as we discuss next steps for the wet dress rehearsal. https://t.co/z1RgZwQkWS https://t.co/mO5ffDechr,7231
767,2022-04-03 16:47:26+00:00,YahooFinance,Adrian Grenier: Crypto can 'fix a lot of the systems that are broken' https://t.co/NTKVfQifkg by @alliecanal8193 https://t.co/57d8Q3pN9e,35
768,2022-04-03 16:26:20+00:00,NASA,@LLoki88 We scrubbed the test due to loss of ability to pressurize the mobile launcher. More details in the blog: https://t.co/Sr4nAHP9Xy,57
769,2022-04-03 16:24:06+00:00,YahooFinance,‘It’s early in the game’ for crucial dockworker labor negotiations: Pacific Maritime Association CEO https://t.co/VQdxt5ivaA by @daniromerotv https://t.co/w2psH0RAzv,11
770,2022-04-03 16:06:47+00:00,NASA,"For safety, we've stopped the #Artemis I wet dress rehearsal. Teams are meeting now to assess next steps. We are looking at Monday, April 4 as the next opportunity to resume operations, and will have a media briefing later today. Check here for updates. https://t.co/pweviGRjwg",2419
771,2022-04-03 16:03:50+00:00,YahooFinance,Recording Academy CEO: Grammys focus on diversity and goes crypto https://t.co/QzrIWjKWOS by @Jenniferisms https://t.co/EZSAGJuzm1,6
772,2022-04-03 15:37:18+00:00,YahooFinance,China's BYD ends combustion engine cars to focus on electric https://t.co/f65lkPKsun https://t.co/R5sGsonTAQ,23
773,2022-04-03 15:03:51+00:00,YahooFinance,How increasing NIL opportunities could ‘inspire more fans to watch’ women’s basketball https://t.co/qY41VWZMFl by @_JoshSchafer https://t.co/TsxygvnDLU,8
774,2022-04-03 14:43:48+00:00,YahooFinance,Battle heats up over remaining federal rental assistance https://t.co/nuNhV0daz5 https://t.co/PCOM4dy10P,10
775,2022-04-03 14:17:25+00:00,YahooFinance,U.K. to unveil energy revamp with focus on nuclear and wind https://t.co/gjqhmTCAtj via @business https://t.co/yp4IJcROkQ,19
776,2022-04-03 14:16:26+00:00,YahooFinance,Fashion startup Shein raising funds at $100 billion value: Bloomberg News https://t.co/EJQr85NLFR https://t.co/8GjvtY74Dj,13
777,2022-04-03 13:57:05+00:00,YahooFinance,"‘Profound’ shift to digital healthcare should cut insurance premiums, says @Jonathan_Bush to @serwer. WATCH #Influencers here: https://t.co/J5WWj0z5AD",6
778,2022-04-03 13:16:47+00:00,YahooFinance,Tesla unable to restart Shanghai production on Monday -internal memo https://t.co/YMWVFL8WRv https://t.co/uahiSWK95E,36
779,2022-04-03 12:57:48+00:00,YahooFinance,What economists are saying about the ‘March Madness’ jobs report https://t.co/Y5PjV7CupM by @alexandraandnyc https://t.co/oDbs9YArll,5
780,2022-04-03 10:16:54+00:00,YahooFinance,"Grammys 2022: NFTs 'part of music ecosystem,' OneOf co-founder says https://t.co/wqgq6CI1hp by @alliecanal8193 https://t.co/mbkboxm0vt",14
781,2022-04-03 09:53:40+00:00,YahooFinance,Virgin Voyages' CEO on CDC green light: 'People just want to get out' https://t.co/vIEK8gCy4G by @daniromerotv https://t.co/58RijcYPbx,11
782,2022-04-03 08:48:55+00:00,YahooFinance,Bachelorette's Jason Tartick on ditching corporate America &amp; restarting his career https://t.co/a0dM3QalHQ by @alliecanal8193 https://t.co/q5L49BgdEc,16
783,2022-04-03 08:23:12+00:00,YahooFinance,"BA.2 surge could determine mask timeline for planes, trains: Fauci https://t.co/iACRgJFBsA by @AnjKhem https://t.co/MEBBGumnAL",7
784,2022-04-03 07:11:20+00:00,YahooFinance,Economist on this year's housing market: 'You'll be disappointed' https://t.co/QI0nHM4s2S by @WritesRonda https://t.co/fCHSN8BRpO,11
785,2022-04-03 06:51:03+00:00,YahooFinance,The pandemic created this ‘permanent’ improvement in medicine: health care CEO https://t.co/VD0PDH5RDU by @maxzahn_ and @serwer https://t.co/EohFp5j1Ow,16
786,2022-04-03 06:04:19+00:00,YahooFinance,"Intel is coming for Nvidia and AMD, and that’s good news for you https://t.co/RmqseE2cZB by @DanielHowley https://t.co/jsi9fECu1M",20
787,2022-04-03 05:43:55+00:00,YahooFinance,CDC to end Trump-era rule blocking asylum seekers at the border https://t.co/nbIryohIOp by @YahooNews,11
788,2022-04-03 05:23:42+00:00,YahooFinance,"Americans crowdfunding for medical debt is 'insane' — and inefficient, experts find https://t.co/z0RRHEevXa by @adrianambells https://t.co/4y8V0M0KVz",17
789,2022-04-03 04:51:30+00:00,YahooFinance,"Serum Institute mulls Africa plant, mRNA future https://t.co/1mM2z1I5IL by @AnjKhem https://t.co/CHZJmJYUBs",6
790,2022-04-03 02:46:40+00:00,YahooFinance,.@EmmaGrede on building businesses with the Kardashians: 'It wasn't exactly a walk in the park' https://t.co/r0kEmy4NHx by @daniromerotv https://t.co/0OHnGbp0Q8,7
791,2022-04-03 02:23:15+00:00,YahooFinance,Will April’s winning streak for stocks continue? https://t.co/EfSptxatXg by @emily_mcck https://t.co/OQ9mAqd4W3,11
792,2022-04-03 01:27:20+00:00,YahooFinance,NIL: Michigan basketball player explains how he built a lucrative TikTok empire https://t.co/KN4l6OCLzd by @_JoshSchafer https://t.co/gqXe9EtVhS,10
793,2022-04-03 01:07:07+00:00,YahooFinance,McLaren Racing CEO on F1: ‘I’ve never seen the sport stronger’ https://t.co/i1rgSeXg42 by @Pras_S https://t.co/0f6PEDexm6,27
794,2022-04-03 00:39:30+00:00,YahooFinance,Supply chains and labor crunch are making things 'impossible' for music festivals https://t.co/L7qyqTdL7Y by @alliecanal8193 https://t.co/VxH7k6cLD7,12
795,2022-04-03 00:07:59+00:00,YahooFinance,NCAA athletes face tax consequences following rule change on earning money https://t.co/TPqsinoh8g by @WritesRonda https://t.co/ftG5VFroGJ,13
796,2022-04-02 22:14:23+00:00,YahooFinance,Recession warning sign flashes as yield curve inverts https://t.co/VOa8S4UXfM by @bcheungz https://t.co/XdAxXappBR,17
797,2022-04-02 21:50:33+00:00,YahooFinance,Column: This week in Bidenomics: Almost everything is great https://t.co/so8HfEgD60 by @RickJNewman https://t.co/AFHZ21fGqS,11
798,2022-04-02 21:07:25+00:00,YahooFinance,Spam texts plaguing your phone? Here's how to stop them https://t.co/D4dhmnjIv2 by @DanielHowley https://t.co/AdQfxGT8BT,9
799,2022-04-02 20:46:42+00:00,YahooFinance,Why miners are cheering Biden's move to help EV makers https://t.co/N0kxDUJQhp by @benwerschkul https://t.co/bPEr3r06sK,16
800,2022-04-02 20:26:05+00:00,YahooFinance,Student loans: Democrats push to ease 'unnecessary high bar' for debt relief in bankruptcy https://t.co/aYRENMbUli by @aarthiswami https://t.co/wGOq2iDqdF,8
801,2022-04-02 19:45:17+00:00,YahooFinance,America's struggling restaurants might have hope for more relief https://t.co/LHVMqnLS7T by @BrookeDiPalma and @benwerschkul https://t.co/i01YrRiAch,6
802,2022-04-02 19:22:13+00:00,YahooFinance,.@Gap may be next activist investor target: analyst https://t.co/jYVkxtdOss by @BrianSozzi https://t.co/Tcmti8e4Eb,3
803,2022-04-02 18:57:20+00:00,YahooFinance,Electric vehicle push will ‘uplift’ chipmakers: Truist Managing Director https://t.co/MdcpFgabR8 by @thomashumtv https://t.co/6LE1QeMFjP,15
804,2022-04-02 18:30:55+00:00,YahooFinance,Fauci: Omicron is to blame for vaccine delay for children 6 and under https://t.co/GfBJV9sH95 by @AnjKhem https://t.co/KcZq8CZumB,6
805,2022-04-02 18:07:11+00:00,YahooFinance,$3-billion Las Vegas development proposal aims to lure NBA to Sin City https://t.co/7OwFTKMotB by @_JoshSchafer https://t.co/xHoxmZVufV,15
806,2022-04-02 17:42:57+00:00,YahooFinance,"The real problem with U.S. marijuana regulation 'not from federal illegality,' WeedMaps CEO says https://t.co/0vXONfoGhA by @daniromerotv https://t.co/OyAV8qW23Q",14
807,2022-04-02 17:22:08+00:00,YahooFinance,Rental assistance is becoming a bigger necessity as rents rapidly rise https://t.co/UAdhLUqDgt by @__gabriellacruz https://t.co/7ruzruzvlu,7
808,2022-04-02 16:36:47+00:00,YahooFinance,EU says it eyes further Russia sanctions that will not affect energy sector https://t.co/LDA1VpChqw https://t.co/oIqLXH2G4m,9
809,2022-04-02 16:27:43+00:00,YahooFinance,"Tesla delivers record vehicles in Q1, beats analysts' estimates https://t.co/5OCIiRzug6 https://t.co/bvOBgOAPBU",45
810,2022-04-02 16:10:10+00:00,YahooFinance,SEC proposes new crypto rules for exchanges to protect users from hacks https://t.co/yevmKtv0Zu by @Jenniferisms https://t.co/BPqfY8GsgW,23
811,2022-04-02 15:48:36+00:00,YahooFinance,"Student loans: Mom slams Purdue ISA offering as son deals with nearly $100,000 in debt https://t.co/BWiavpo1oU by @aarthiswami https://t.co/2wzqQLrHcy",13
812,2022-04-02 15:09:54+00:00,YahooFinance,Is $18 an hour the new minimum wage? https://t.co/9wzgQ9vZRt by @BrianSozzi https://t.co/2Ik0PzZ7BY,20
813,2022-04-02 14:47:51+00:00,YahooFinance,"Housing: A ‘perfect storm’ is driving up home prices, expert says https://t.co/s5IvGvwbkB by @__gabriellacruz https://t.co/pbgKDb1OtP",9
814,2022-04-02 14:45:46+00:00,YahooFinance,Amazon union vote in Alabama could drag out amid contested ballots https://t.co/i8MQC7gSAA by @MaxZahn_ and @agarfinks https://t.co/rAjfBQ7Vl4,13
815,2022-04-02 14:23:13+00:00,YahooFinance,Bachelorette's Jason Tartick on ditching corporate America &amp; restarting his career https://t.co/GLO973gqsj by @alliecanal8193 https://t.co/RZkRdDDvUN,6
816,2022-04-02 14:21:21+00:00,YahooFinance,Recording Academy CEO: Grammys focus on diversity and goes crypto https://t.co/85a1uSLxK8 by @Jenniferisms https://t.co/HDdJa9pwR6,10
817,2022-04-02 14:17:58+00:00,YahooFinance,"Grammys 2022: NFTs 'part of music ecosystem,' OneOf co-founder says https://t.co/UB3qRKKv6I by @alliecanal8193 https://t.co/KEXstDhynB",7
818,2022-04-02 14:16:24+00:00,YahooFinance,Recording Academy CEO: Grammys focus on diversity and goes crypto  https://t.co/FBCCFfAORb by @Jenniferisms https://t.co/KUgFfscZn8,5
819,2022-04-02 14:15:50+00:00,YahooFinance,Virgin Voyages' CEO on CDC green light: 'People just want to get out' https://t.co/YehXdkA5yi by @daniromerotv https://t.co/ULjGxMG374,6
820,2022-04-02 14:09:20+00:00,YahooFinance,Analysis: Big victory at Amazon gives unions promise - but no end to challenges https://t.co/16OBsosQIc via @Reuters https://t.co/V5Sy4B9O5E,13
821,2022-04-02 12:59:50+00:00,YahooFinance,NIL: Michigan basketball player @NunezAdrien explains how he built a lucrative TikTok empire https://t.co/fGbhrD5ZgO https://t.co/x4X4270Tsv,8
822,2022-04-02 12:44:44+00:00,YahooFinance,"The real problem with U.S. marijuana regulation 'not from federal illegality,' WeedMaps CEO says https://t.co/F6OV91YfTS by @daniromerotv https://t.co/tLGunsdaYK",21
823,2022-04-01 23:14:13+00:00,NASA,@atoizzard @NASAPersevere How thoughtful! Perhaps you'd enjoy this dust devil that the @NASAMars Reconnaissance Orbiter spotted back in 2012. https://t.co/A3nehdizju https://t.co/CSDOEdK1yy,31
824,2022-04-01 23:07:39+00:00,NASA,"@KTF_fernando You got it. We'll keep sharing here on Twitter. If you'd also like notifications when we go live or post a new video, subscribe here: https://t.co/jsZl4TNLME https://t.co/u8LOx7oVrQ",22
825,2022-04-01 22:56:00+00:00,NASA,"@iishmalkhan @HooHusky @NASAArtemis @NASAKennedy @NASAGroundSys Exactly. We need information from the ""wet dress rehearsal"" in order to set the launch date for #Artemis I. Stay tuned!",3
826,2022-04-01 22:54:19+00:00,NASA,@iishmalkhan @AmarrasCarlos @NASAArtemis @NASAKennedy @NASAGroundSys There's still time to send your name around the Moon with @NASAArtemis! Submit your name and download a shareable boarding pass at https://t.co/oB3wNC37xR https://t.co/P1lp31RBKd,21
827,2022-04-01 22:48:13+00:00,NASA,"@iishmalkhan @NASAArtemis @NASAKennedy @NASAGroundSys This is the ""wet dress rehearsal."" The team loads propellant into the rocket's tanks, conducts a full launch countdown and drains the tanks. This gives @NASA_SLS, @NASA_Orion and @NASAGroundSys the opportunity to practice procedures they'll use for launch. https://t.co/mT8nEKUSL9",66
828,2022-04-01 22:39:30+00:00,NASA,"This week at NASA, we spotted the most distant star ever and set a spaceflight record. What else? Watch. https://t.co/Jj5NpqMIR3",2257
829,2022-04-01 21:17:00+00:00,YahooFinance,Noise-canceling headphones meet personal air-purification from @dyson https://t.co/kO3R7d16n5 https://t.co/YAHIQWtCWq,20
830,2022-04-01 21:06:54+00:00,NASA,"The countdown is now underway for the final prelaunch test for #Artemis I. 

Teams will now begin practicing every step prior to liftoff for the launch of @NASAArtemis. Follow @NASAGroundSys for real-time updates: https://t.co/pweviH8UUQ https://t.co/63nEldwvW8",4447
831,2022-04-01 21:02:00+00:00,YahooFinance,".@BIGEAST Commissioner Val Ackerman on the variety of athletes capitalizing on NIL deals: ""It's not a surprise... that athletes other than football players and men's basketball players have begun to cash out."" https://t.co/elqPQL1EdW",14
